HD 18742 b,2011,
HD 188015 b,2004,
HD 189733 b,2005,
HD 190360 b,2003,
HD 190360 c,2005,
HD 190647 b,2007,
HD 190984 b,2009,
HD 191806 b,2016,
HD 192263 b,1999,
HD 192310 b,2011,355
HD 192310 c,2011,185
HD 192699 b,2007,
HD 195019 b,1998,
HD 196050 b,2002,
HD 196067 b,2012,
HD 196885 b,2007,
HD 197037 b,2012,
HD 19994 b,2003,
HD 20003 b,2019,
HD 20003 c,2019,
HD 200964 b,2010,
HD 200964 c,2010,
HD 202206 c,2004,
HD 202696 b,2019,
HD 202696 c,2019,
HD 202772 A b,2019,2132
HD 203030 b,2006,1206
HD 203473 b,2018,
HD 2039 b,2002,
HD 204313 b,2010,
HD 204313 c,2015,
HD 204941 b,2011,
HD 205739 b,2008,
HD 206255 b,2019,
HD 206610 b,2009,
HD 20781 b,2019,
HD 20781 c,2019,
HD 20781 d,2019,
HD 20781 e,2019,
HD 20782 b,2006,
HD 207832 b,2012,
HD 207832 c,2012,
HD 20794 b,2011,660
HD 20794 c,2011,508
HD 20794 d,2011,388
HD 20794 e,2017,
HD 208487 b,2004,
HD 208527 b,2012,
HD 20868 b,2008,
HD 208897 b,2017,
HD 209458 b,1999,
HD 210193 b,2019,
HD 210277 b,1998,
HD 210702 b,2007,
HD 211810 b,2018,
HD 211970 b,2019,
HD 212301 b,2005,
HD 212771 b,2009,
HD 213240 b,2001,
HD 21411 b,2019,
HD 214823 b,2016,
HD 215152 b,2018,
HD 215152 c,2018,
HD 215152 d,2018,
HD 215152 e,2018,
HD 215497 b,2009,
HD 215497 c,2009,
HD 216435 b,2002,
HD 216437 b,2002,
HD 216536 b,2015,
HD 216770 b,2003,
HD 21693 b,2019,
HD 21693 c,2019,
HD 217107 b,1998,
HD 217107 c,2005,
HD 21749 c,2019,701
HD 217786 b,2011,
HD 217850 b,2018,
HD 218566 b,2010,
HD 219077 b,2012,
HD 219134 b,2015,1015
HD 219134 c,2015,782
HD 219134 d,2015,411
HD 219134 f,2015,523
HD 219134 g,2015,
HD 219134 h,2015,
HD 219415 b,2012,
HD 219666 b,2018,1073
HD 219828 b,2007,
HD 219828 c,2016,
HD 220074 b,2012,
HD 220689 b,2012,
HD 220773 b,2011,
HD 220842 b,2016,
HD 221287 b,2007,
HD 221416 b,2019,
HD 221420 b,2019,
HD 221585 b,2016,
HD 222076 b,2016,
HD 222155 b,2011,
HD 222582 b,1999,
HD 224538 b,2016,
HD 224693 b,2006,
HD 22781 b,2011,
HD 23079 b,2001,
HD 23127 b,2006,
HD 231701 b,2007,
HD 233604 b,2013,
HD 23472 b,2019,
HD 23472 c,2019,
HD 23596 b,2003,
HD 238914 b,2018,
HD 240210 b,2009,
HD 240237 b,2011,
HD 24040 b,2006,
HD 24064 b,2015,
HD 24085 b,2019,
HD 25015 b,2019,
HD 25171 b,2010,
HD 2638 b,2005,
HD 2685 b,2019,2061
HD 26965 b,2018,
HD 27442 b,2000,
HD 27631 b,2012,
HD 27894 b,2005,
HD 27894 c,2017,
HD 27894 d,2017,
HD 28185 b,2001,
HD 28254 b,2010,
HD 285507 b,2013,
HD 285968 b,2008,450
HD 28678 b,2011,
HD 29021 b,2017,
HD 290327 b,2009,
HD 2952 b,2013,
HD 30177 b,2002,
HD 30177 c,2016,
HD 30562 b,2009,
HD 30669 b,2014,
HD 30856 b,2011,
HD 31253 b,2010,
HD 31527 b,2019,
HD 31527 c,2019,
HD 31527 d,2019,
HD 3167 b,2016,1669
HD 3167 c,2016,531
HD 3167 d,2017,
HD 32518 b,2009,
HD 32963 b,2015,
HD 330075 b,2004,
HD 33142 b,2011,
HD 33142 c,2018,
HD 33283 b,2006,
HD 33564 b,2005,
HD 33844 b,2015,
HD 33844 c,2015,
HD 34445 b,2009,
HD 34445 c,2017,
HD 34445 d,2017,
HD 34445 e,2017,
HD 34445 f,2017,
HD 34445 g,2017,
HD 35759 b,2016,
HD 3651 b,2003,
HD 37124 b,2002,
HD 37124 c,2002,
HD 37124 d,2005,
HD 37605 b,2004,
HD 37605 c,2012,
HD 38283 b,2010,
HD 38529 b,2000,
HD 38529 c,2000,
HD 38801 b,2009,
HD 39091 b,2001,
HD 39855 b,2019,
HD 40307 b,2009,
HD 40307 c,2009,
HD 40307 d,2009,
HD 40307 f,2013,
HD 40307 g,2013,
HD 40956 b,2017,
HD 40979 b,2002,
HD 41004 A b,2004,
HD 41004 B b,2003,
HD 4113 b,2007,
HD 42012 b,2017,
HD 4203 b,2001,
HD 4203 c,2014,
HD 4208 b,2001,
HD 42618 b,2016,337
HD 4308 b,2005,
HD 4313 b,2009,
HD 43197 b,2010,
HD 43691 b,2007,
HD 44219 b,2010,
HD 45184 b,2019,
HD 45184 c,2019,
HD 45350 b,2004,
HD 45364 b,2008,
HD 45364 c,2008,
HD 45652 b,2008,
HD 46375 b,2000,
HD 47186 b,2008,
HD 47186 c,2008,
HD 4732 b,2012,
HD 4732 c,2012,
HD 47366 b,2016,
HD 47366 c,2016,
HD 47536 b,2002,
HD 48265 b,2008,
HD 4917 b,2018,
HD 49674 b,2002,
HD 50499 b,2005,
HD 50499 c,2019,
HD 50554 b,2002,
HD 51608 b,2019,
HD 51608 c,2019,
HD 52265 b,2000,
HD 5319 b,2007,
HD 5319 c,2014,
HD 55696 b,2018,
HD 5583 b,2016,
HD 5608 b,2012,
HD 564 b,2014,
HD 5891 b,2011,
HD 59686 A b,2016,
HD 60532 b,2008,
HD 60532 c,2008,
HD 62509 b,2006,
HD 63454 b,2005,
HD 63765 b,2009,
HD 64114 b,2019,
HD 6434 b,2003,
HD 65216 b,2003,
HD 65216 c,2013,
HD 66141 b,2012,
HD 66428 b,2005,
HD 67087 b,2015,
HD 67087 c,2015,
HD 6718 b,2009,
HD 68402 b,2016,
HD 68988 b,2001,
HD 69830 b,2006,
HD 69830 c,2006,
HD 69830 d,2006,
HD 70573 b,2007,
HD 70642 b,2003,
HD 7199 b,2011,
HD 72490 b,2018,
HD 72659 b,2002,
HD 72892 b,2016,
HD 73267 b,2008,
HD 73526 b,2002,
HD 73526 c,2005,
HD 73534 b,2008,
HD 74156 b,2003,
HD 74156 c,2003,
HD 7449 b,2011,
HD 75289 b,1999,
HD 75784 b,2014,
HD 75784 c,2018,
HD 75898 b,2007,
HD 76700 b,2002,
HD 76920 b,2017,
HD 77338 b,2012,
HD 7924 b,2008,
HD 7924 c,2015,584
HD 7924 d,2015,499
HD 79498 b,2011,
HD 80606 b,2001,
HD 81040 b,2005,
HD 81688 b,2007,
HD 82886 b,2011,
HD 82943 b,2003,
HD 82943 c,2003,
HD 8326 b,2019,
HD 83443 b,2002,
HD 8535 b,2010,
HD 85390 b,2009,
HD 85512 b,2011,
HD 8574 b,2002,
HD 86081 b,2006,
HD 86226 b,2009,
HD 86264 b,2009,
HD 8673 b,2009,
HD 86950 b,2016,
HD 87646 b,2016,
HD 87883 b,2009,
HD 88133 b,2004,
HD 89307 b,2009,
HD 89345 b,2018,1089
HD 89744 b,1999,
HD 90156 b,2009,
HD 9174 b,2016,
HD 92788 b,2000,
HD 92788 c,2019,
HD 92987 b,2019,
HD 93083 b,2005,
HD 9446 b,2009,
HD 9446 c,2009,
HD 94834 b,2018,
HD 95086 b,2013,1000
HD 95089 b,2009,
HD 95089 c,2018,
HD 95127 b,2015,
HD 95872 b,2015,
HD 96063 b,2011,
HD 96127 b,2011,
HD 96167 b,2009,
HD 97658 b,2010,
HD 98219 b,2011,
HD 98649 b,2012,
HD 98736 b,2018,
HD 99109 b,2005,
HD 99492 b,2004,
HD 99706 b,2011,
HD 99706 c,2018,
HIP 105854 b,2014,
HIP 107773 b,2015,
HIP 109384 b,2016,
HIP 109600 b,2016,
HIP 116454 b,2014,
HIP 12961 b,2010,
HIP 14810 b,2005,
HIP 14810 c,2006,
HIP 14810 d,2009,
HIP 35173 b,2019,
HIP 41378 b,2016,
HIP 41378 c,2016,
HIP 41378 d,2016,
HIP 41378 e,2016,
HIP 41378 f,2016,
HIP 5158 b,2009,
HIP 5158 c,2011,
HIP 54373 b,2019,
HIP 54373 c,2019,
HIP 57274 b,2011,
HIP 57274 c,2011,
HIP 57274 d,2011,
HIP 63242 b,2013,
HIP 65407 b,2016,
HIP 65407 c,2016,
HIP 65426 b,2017,1500
HIP 65891 b,2015,
HIP 67537 b,2017,
HIP 67851 b,2015,
HIP 67851 c,2015,
HIP 70849 b,2009,
HIP 71135 b,2019,
HIP 74890 b,2016,
HIP 78530 b,2010,2700
HIP 79098 AB b,2019,2450
HIP 79431 b,2009,
HIP 8541 b,2016,
HIP 91258 b,2013,
HIP 97233 b,2014,
HN Peg b,2006,
HR 2562 b,2016,1200
HR 5183 b,2019,171
HR 810 b,1999,
HR 858 b,2019,1572
HR 858 c,2019,1326
HR 858 d,2019,1075
HR 8799 b,2008,
HR 8799 c,2008,
HR 8799 d,2008,
HR 8799 e,2010,1150
IC 4651 9122 b,2018,
K2-10 b,2015,
K2-100 b,2016,1748
K2-101 b,2016,
K2-102 b,2016,
K2-104 b,2016,
K2-105 b,2017,814
K2-107 b,2017,1649
K2-108 b,2017,1360
K2-11 b,2015,734
K2-110 b,2017,575
K2-111 b,2017,1309
K2-113 b,2017,1098
K2-114 b,2017,661
K2-115 b,2017,619
K2-116 b,2017,
K2-117 b,2017,868
K2-117 c,2017,537
K2-118 b,2017,
K2-119 b,2017,666
K2-12 b,2015,1003
K2-120 b,2017,
K2-121 b,2017,723
K2-122 b,2017,814
K2-123 b,2017,338
K2-124 b,2017,442
K2-125 b,2017,
K2-126 b,2017,601
K2-127 b,2017,809
K2-128 b,2017,
K2-129 b,2017,
K2-13 b,2015,511
K2-130 b,2017,
K2-131 b,2017,2062
K2-132 b,2017,
K2-133 b,2017,
K2-133 c,2017,
K2-133 d,2017,
K2-133 e,2019,296
K2-136 b,2017,553
K2-136 c,2017,425
K2-136 d,2017,373
K2-137 b,2017,1471
K2-138 b,2017,
K2-138 c,2017,
K2-138 d,2017,
K2-138 e,2017,
K2-138 f,2017,
K2-139 b,2017,524
K2-14 b,2015,488
K2-140 b,2017,957
K2-141 b,2018,
K2-141 c,2018,
K2-146 b,2018,
K2-146 c,2019,
K2-147 b,2018,
K2-148 b,2018,
K2-148 c,2018,
K2-148 d,2018,
K2-149 b,2018,
K2-15 b,2015,676
K2-150 b,2018,
K2-151 b,2018,566
K2-152 b,2018,337
K2-153 b,2018,497
K2-154 b,2018,715
K2-154 c,2018,552
K2-155 b,2018,708
K2-155 c,2018,583
K2-155 d,2018,381
K2-156 b,2018,1347
K2-157 b,2018,
K2-158 b,2018,794
K2-158 c,2018,948
K2-159 b,2018,684
K2-16 b,2015,658
K2-16 c,2015,485
K2-160 b,2018,
K2-161 b,2018,
K2-162 b,2018,631
K2-163 b,2018,
K2-164 b,2018,
K2-165 b,2018,
K2-165 c,2018,
K2-165 d,2018,
K2-166 b,2018,1140
K2-167 b,2018,
K2-168 b,2018,766
K2-169 b,2018,
K2-17 b,2015,487
K2-170 b,2018,
K2-170 c,2018,
K2-171 b,2018,
K2-172 b,2018,
K2-172 c,2018,
K2-173 b,2018,
K2-174 b,2018,455
K2-175 b,2018,
K2-176 b,2018,
K2-177 b,2018,
K2-178 b,2018,
K2-179 b,2018,
K2-18 b,2015,284
K2-18 c,2017,363
K2-180 b,2018,731
K2-181 b,2018,962
K2-182 b,2018,885
K2-183 b,2018,
K2-183 c,2018,787
K2-183 d,2018,615
K2-184 b,2018,580
K2-185 b,2018,
K2-186 b,2018,
K2-187 b,2018,1815
K2-187 c,2018,1173
K2-187 d,2018,865
K2-187 e,2018,698
K2-188 b,2018,1692
K2-188 c,2018,1026
K2-189 b,2018,1197
K2-189 c,2018,872
K2-19 b,2015,854
K2-19 c,2015,745
K2-19 d,2016,1252
K2-190 b,2018,
K2-190 c,2018,
K2-191 b,2018,
K2-192 b,2018,939
K2-193 b,2018,739
K2-194 b,2018,
K2-195 b,2018,720
K2-195 c,2018,
K2-196 b,2018,
K2-197 b,2018,848
K2-198 b,2018,716
K2-198 c,2019,1230
K2-198 d,2019,943
K2-199 b,2018,861
K2-199 c,2018,653
K2-200 b,2018,
K2-201 b,2018,
K2-201 c,2018,
K2-202 b,2018,
K2-203 b,2018,
K2-204 b,2018,
K2-205 b,2018,
K2-206 b,2018,
K2-207 b,2018,
K2-208 b,2018,
K2-209 b,2018,
K2-21 b,2015,
K2-21 c,2015,
K2-210 b,2018,
K2-211 b,2018,
K2-212 b,2018,542
K2-213 b,2018,
K2-214 b,2018,1006
K2-215 b,2018,
K2-216 b,2018,1103
K2-217 b,2018,
K2-218 b,2018,
K2-219 b,2018,
K2-219 c,2018,
K2-219 d,2018,
K2-22 b,2015,2100
K2-220 b,2018,758
K2-221 b,2018,
K2-222 b,2018,801
K2-223 b,2018,2271
K2-223 c,2018,1091
K2-224 b,2018,1002
K2-224 c,2018,764
K2-225 b,2018,902
K2-226 b,2018,1120
K2-227 b,2018,
K2-228 b,2018,914
K2-229 b,2018,1818
K2-229 c,2018,750
K2-230 b,2018,1529
K2-231 b,2018,
K2-232 b,2018,1030
K2-233 b,2018,1040
